date,demand_proxy,temp_c,precip_mm
2022-05-09,6740,17.8,0.0
2022-05-10,5140,20.55,0.0
2022-05-11,2750,22.25,0.0
2022-05-12,1460,19.45,0.0
2022-05-13,768,22.2,0.0
2022-05-14,956,23.05,1.8
2022-05-15,1020,21.65,0.0
2022-05-16,1220,18.9,8.1
2022-05-17,1250,17.2,0.0
2022-05-18,1070,17.75,3.3
2022-05-19,956,20.85,0.0
2022-05-20,1330,24.45,23.6
2022-05-21,1950,23.9,23.4
2022-05-22,2060,17.8,4.3
2022-05-23,4430,14.75,0.0
2022-05-24,5270,17.5,0.0
2022-05-25,3750,21.65,0.0
2022-05-26,2660,21.1,42.4
2022-05-27,5080,17.5,17.5
2022-05-28,5890,18.6,0.0
2022-05-29,4970,20.0,0.0
2022-05-30,3370,23.65,0.0
2022-05-31,2050,25.55,0.0
2022-06-01,1160,25.8,4.1
2022-06-02,3440,19.75,0.0
2022-06-03,4270,19.75,0.0
2022-06-04,1420,19.2,0.0
2022-06-05,857,20.85,0.0
2022-06-06,871,21.4,12.7
2022-06-07,1660,22.2,14.0
2022-06-08,950,20.8,6.4
2022-06-09,1500,18.6,0.0
2022-06-10,2280,18.05,0.0
2022-06-11,1540,20.3,0.5
2022-06-12,1460,22.5,9.7
2022-06-13,1130,26.65,5.1
2022-06-14,2160,26.65,1.5
2022-06-15,4840,29.7,0.0
2022-06-16,3550,29.15,0.0
2022-06-17,1880,26.4,0.0
2022-06-18,933,18.85,0.0
2022-06-19,587,17.25,0.0
2022-06-20,456,21.4,0.0
2022-06-21,389,25.0,0.0
2022-06-22,390,28.9,8.4
2022-06-23,422,23.6,0.0
2022-06-24,349,22.5,0.0
2022-06-25,301,23.6,0.0
2022-06-26,267,27.5,1.3
2022-06-27,274,21.95,0.0
2022-06-28,317,20.25,0.0
2022-06-29,319,22.2,0.0
2022-06-30,272,23.6,0.0
2022-07-01,236,28.6,0.0
2022-07-02,216,26.95,1.0
2022-07-03,195,26.1,0.0
2022-07-04,172,25.3,0.0
2022-07-05,535,25.3,21.8
2022-07-06,12400,23.35,94.0
2022-07-07,9380,24.7,0.0
2022-07-08,7690,22.5,1.3
2022-07-09,5580,24.75,0.0
2022-07-10,4470,23.6,0.0
2022-07-11,1500,24.45,0.0
2022-07-12,766,26.4,0.0
2022-07-13,618,23.65,4.8
2022-07-14,591,23.05,0.0
2022-07-15,473,23.35,0.0
2022-07-16,1040,22.5,19.6
2022-07-17,4950,22.2,32.3
2022-07-18,8910,23.9,6.6
2022-07-19,6120,25.55,0.0
2022-07-20,3910,27.25,6.6
2022-07-21,2950,26.65,0.0
2022-07-22,1310,26.4,0.0
2022-07-23,865,24.45,6.4
2022-07-24,717,26.95,0.0
2022-07-25,598,25.0,0.0
2022-07-26,547,21.65,0.8
2022-07-27,514,25.0,6.4
2022-07-28,610,25.85,0.0
2022-07-29,482,24.15,0.0
2022-07-30,346,21.95,0.0
2022-07-31,313,22.5,0.0
2022-08-01,276,24.45,0.0
2022-08-02,265,26.15,0.0
2022-08-03,244,26.35,0.0
2022-08-04,244,26.7,0.0
2022-08-05,400,23.9,18.3
2022-08-06,285,24.7,0.0
2022-08-07,318,27.25,12.4
2022-08-08,388,26.95,0.0
2022-08-09,468,25.8,0.3
2022-08-10,568,21.95,0.3
2022-08-11,614,22.25,0.0
2022-08-12,767,20.0,0.0
2022-08-13,603,20.0,0.0
2022-08-14,408,18.9,2.8
2022-08-15,359,21.95,0.0
2022-08-16,299,20.25,0.0
2022-08-17,250,22.2,9.1
2022-08-18,269,21.95,0.0
2022-08-19,258,23.05,0.0
2022-08-20,539,23.6,11.2
2022-08-21,1910,21.95,12.2
2022-08-22,1650,21.95,0.0
2022-08-23,1250,22.5,0.0
2022-08-24,890,21.4,0.0
2022-08-25,614,22.25,0.0
2022-08-26,501,23.6,0.0
2022-08-27,371,23.35,0.0
2022-08-28,275,24.45,0.0
2022-08-29,303,27.25,14.7
2022-08-30,273,23.6,0.5
2022-08-31,209,21.1,0.0
2022-09-01,209,22.8,0.0
2022-09-02,213,24.15,0.0
2022-09-03,224,21.65,4.3
2022-09-04,732,23.6,13.7
2022-09-05,3560,24.45,20.6
2022-09-06,1940,21.95,0.0
2022-09-07,1210,20.85,0.0
2022-09-08,983,21.1,0.0
2022-09-09,641,22.5,0.0
2022-09-10,447,22.5,0.0
2022-09-11,380,21.35,14.7
2022-09-12,474,19.45,0.0
2022-09-13,435,16.95,0.0
2022-09-14,347,19.2,0.0
2022-09-15,337,20.85,0.0
2022-09-16,247,21.35,0.0
2022-09-17,229,21.95,0.0
2022-09-18,230,22.5,0.0
2022-09-19,244,23.05,0.8
2022-09-20,270,21.9,0.0
2022-09-21,516,24.75,10.9
2022-09-22,556,16.95,0.0
2022-09-23,415,12.8,0.0
2022-09-24,343,17.25,0.3
2022-09-25,372,18.05,13.2
2022-09-26,367,15.3,0.0
2022-09-27,292,12.25,1.3
2022-09-28,261,11.4,0.0
2022-09-29,219,12.25,0.0
2022-09-30,213,12.5,0.0
2022-10-01,247,13.9,0.0
2022-10-02,279,14.7,0.0
2022-10-03,297,13.05,0.0
2022-10-04,292,11.9,0.0
2022-10-05,273,14.4,0.0
2022-10-06,259,16.1,0.0
2022-10-07,266,9.4,0.0
2022-10-08,251,7.5,0.0
2022-10-09,266,9.45,0.0
2022-10-10,278,14.2,0.0
2022-10-11,287,14.45,0.0
2022-10-12,293,18.6,3.8
2022-10-13,617,11.95,0.5
2022-10-14,413,11.1,0.0
2022-10-15,288,10.85,0.0
2022-10-16,230,13.35,0.0
2022-10-17,217,7.5,0.0
2022-10-18,201,4.7,1.8
2022-10-19,213,4.75,3.0
2022-10-20,223,6.1,0.0
2022-10-21,212,11.95,0.0
2022-10-22,204,16.35,0.0
2022-10-23,209,17.8,0.0
2022-10-24,202,16.65,0.0
2022-10-25,197,17.5,0.0
2022-10-26,213,13.05,0.8
2022-10-27,215,10.0,0.0
2022-10-28,194,10.55,0.0
2022-10-29,191,10.85,0.0
2022-10-30,207,11.95,1.5
2022-10-31,244,16.65,3.8
2022-11-01,245,13.05,0.0
2022-11-02,222,11.4,0.0
2022-11-03,679,12.25,0.0
2022-11-04,659,16.95,0.0
2022-11-05,266,20.85,0.0
2022-11-06,190,17.5,0.0
2022-11-07,176,12.8,0.0
2022-11-08,161,10.3,0.0
2022-11-09,206,13.9,0.0
2022-11-10,231,15.0,0.0
2022-11-11,837,12.5,29.0
2022-11-12,772,5.0,1.3
2022-11-13,422,2.25,0.5
2022-11-14,829,2.8,0.0
2022-11-15,991,2.5,2.0
2022-11-16,945,1.95,0.3
2022-11-17,505,-0.25,0.0
2022-11-18,428,-1.9,0.0
2022-11-19,426,-2.45,0.0
2022-11-20,416,-4.6,0.0
2022-11-21,405,1.15,0.0
2022-11-22,364,4.25,0.0
2022-11-23,329,5.35,0.0
2022-11-24,280,7.0,0.3
2022-11-25,304,6.4,1.8
2022-11-26,323,4.75,0.0
2022-11-27,630,10.3,15.0
2022-11-28,571,5.55,0.0
2022-11-29,606,10.25,1.5
2022-11-30,545,5.9,7.9
2022-12-01,466,-1.9,0.0
2022-12-02,402,5.05,0.5
2022-12-03,327,5.05,3.6
2022-12-04,257,-1.65,0.0
2022-12-05,233,1.95,0.5
2022-12-06,254,8.05,2.0
2022-12-07,308,9.45,3.6
2022-12-08,287,6.1,0.0
2022-12-09,239,6.15,2.0
2022-12-10,271,4.7,0.3
2022-12-11,227,5.0,0.3
2022-12-12,214,3.3,0.0
2022-12-13,200,2.8,0.0
2022-12-14,196,3.65,4.1
2022-12-15,520,7.5,11.2
2022-12-16,402,2.8,0.0
2022-12-17,291,-0.8,0.3
2022-12-18,241,-3.8,0.0
2022-12-19,222,-5.15,0.0
2022-12-20,199,-2.2,0.0
2022-12-21,202,-0.25,0.0
2022-12-22,206,3.65,7.4
2022-12-23,280,-10.5,3.8
2022-12-24,234,-14.05,0.0
2022-12-25,229,-11.55,0.0
2022-12-26,223,-9.65,0.8
2022-12-27,208,-2.75,0.0
2022-12-28,228,0.85,0.0
2022-12-29,261,9.15,0.0
2022-12-30,348,15.25,0.0
2022-12-31,851,9.45,11.2
2023-01-01,1020,5.85,0.0
2023-01-02,1370,12.2,1.0
2023-01-03,1790,15.0,15.7
2023-01-04,3470,10.0,16.0
2023-01-05,4580,4.7,0.3
2023-01-06,4740,1.95,0.3
2023-01-07,2010,0.6,0.0
2023-01-08,1350,0.9,0.0
2023-01-09,901,-0.8,0.0
2023-01-10,690,1.7,0.0
2023-01-11,663,4.2,1.3
2023-01-12,1690,6.95,18.5
2023-01-13,4880,0.35,0.0
2023-01-14,6220,-4.05,0.0
2023-01-15,5090,-3.0,0.0
2023-01-16,3630,1.15,6.9
2023-01-17,1910,9.7,0.3
2023-01-18,2430,4.45,1.3
2023-01-19,4270,10.0,14.5
2023-01-20,8010,2.75,0.0
2023-01-21,6670,0.05,0.0
2023-01-22,4550,-0.8,5.6
2023-01-23,2610,-0.25,0.3
2023-01-24,1780,0.6,0.0
2023-01-25,2060,4.15,16.5
2023-01-26,4240,-0.2,0.3
2023-01-27,6410,0.9,0.0
2023-01-28,5260,5.55,0.0
2023-01-29,4140,5.55,5.1
2023-01-30,4810,-0.75,1.8
2023-01-31,4430,-5.7,0.3
2023-02-01,2480,-5.15,0.0
2023-02-02,1300,-1.9,0.0
2023-02-03,1010,-5.25,0.0
2023-02-04,826,-2.7,0.0
2023-02-05,793,7.5,0.0
2023-02-06,756,1.95,0.0
2023-02-07,744,7.75,0.0
2023-02-08,725,4.25,1.5
2023-02-09,728,13.9,1.5
2023-02-10,875,2.25,0.0
2023-02-11,1650,-0.25,0.0
2023-02-12,1500,3.65,0.0
2023-02-13,1140,5.05,0.0
2023-02-14,1280,5.35,0.3
2023-02-15,929,15.25,0.0
2023-02-16,825,11.15,10.2
2023-02-17,840,5.05,0.5
2023-02-18,642,0.6,0.0
2023-02-19,590,8.3,0.0
2023-02-20,586,9.15,0.0
2023-02-21,572,6.7,0.0
2023-02-22,634,10.8,8.6
2023-02-23,854,13.35,0.0
2023-02-24,4150,1.7,0.0
2023-02-25,3660,3.95,0.0
2023-02-26,2640,5.6,0.0
2023-02-27,1960,7.55,18.5
2023-02-28,3480,7.5,0.0
2023-03-01,6650,13.35,0.0
2023-03-02,4550,7.75,0.0
2023-03-03,6280,8.6,40.6
2023-03-04,15200,6.65,0.0
2023-03-05,11400,6.95,0.0
2023-03-06,8200,13.3,0.0
2023-03-07,10400,4.45,0.0
2023-03-08,8840,3.1,0.0
2023-03-09,6750,4.25,0.0
2023-03-10,3770,3.6,3.8
2023-03-11,1370,2.25,0.0
2023-03-12,1060,1.15,0.8
2023-03-13,1000,0.6,0.8
2023-03-14,1030,-1.85,0.0
2023-03-15,981,1.7,0.0
2023-03-16,889,7.55,1.0
2023-03-17,853,6.65,6.4
2023-03-18,764,-2.45,0.0
2023-03-19,699,-2.45,0.0
2023-03-20,655,1.95,0.0
2023-03-21,687,5.9,0.0
2023-03-22,762,8.6,1.0
2023-03-23,1340,14.15,24.6
2023-03-24,8030,5.8,23.4
2023-03-25,16000,11.4,19.6
2023-03-26,11400,8.05,0.0
2023-03-27,8130,10.0,2.5
2023-03-28,8780,5.55,0.0
2023-03-29,6820,6.15,0.0
2023-03-30,5260,5.05,0.0
2023-03-31,5800,11.4,8.1
2023-04-01,3500,10.55,11.7
2023-04-02,3630,5.0,0.0
2023-04-03,3270,11.65,0.0
2023-04-04,2470,15.8,0.0
2023-04-05,2440,20.6,23.1
2023-04-06,10400,9.45,0.3
2023-04-07,8860,7.75,0.0
2023-04-08,4570,7.5,0.0
2023-04-09,3040,9.7,0.0
2023-04-10,2190,12.5,0.0
2023-04-11,1800,13.3,0.0
2023-04-12,1020,17.75,0.0
2023-04-13,876,18.05,0.0
2023-04-14,803,16.65,0.0
2023-04-15,782,20.0,0.0
2023-04-16,747,15.85,2.3
2023-04-17,721,5.0,1.0
2023-04-18,698,8.35,0.0
2023-04-19,625,12.8,0.0
2023-04-20,565,20.0,0.0
2023-04-21,524,17.2,10.2
2023-04-22,929,10.55,18.3
2023-04-23,677,5.55,0.0
2023-04-24,598,5.55,0.0
2023-04-25,540,6.15,0.0
2023-04-26,528,9.45,0.0
2023-04-27,472,11.35,0.0
2023-04-28,719,14.7,11.4
2023-04-29,727,15.0,0.5
2023-04-30,745,10.55,1.8
2023-05-01,1010,5.55,9.4
2023-05-02,1970,5.55,5.1
2023-05-03,2870,8.05,0.5
2023-05-04,3810,10.55,0.0
2023-05-05,2690,12.8,0.0
2023-05-06,1550,16.95,0.0
2023-05-07,1220,20.6,6.4
2023-05-08,1050,19.75,1.5
2023-05-09,967,15.8,1.0
2023-05-10,1100,15.25,0.0
2023-05-11,1160,19.2,0.0
2023-05-12,1240,20.3,63.2
2023-05-13,1940,21.1,0.0
2023-05-14,1430,19.7,0.0
2023-05-15,913,18.9,0.0
2023-05-16,1170,15.55,0.8
2023-05-17,1080,13.9,0.0
2023-05-18,968,14.15,0.0
2023-05-19,963,21.15,0.0
2023-05-20,546,16.15,5.3
2023-05-21,538,16.4,0.0
2023-05-22,549,18.65,0.0
2023-05-23,708,20.8,0.0
2023-05-24,652,20.0,0.0
2023-05-25,519,14.7,0.0
2023-05-26,437,16.65,0.0
2023-05-27,383,18.05,0.0
2023-05-28,334,20.3,0.0
2023-05-29,301,23.05,0.0
2023-05-30,281,23.65,0.0
2023-05-31,271,24.2,0.0
2023-06-01,246,23.65,0.0
2023-06-02,237,24.75,0.0
2023-06-03,223,26.9,0.0
2023-06-04,244,22.8,0.0
2023-06-05,186,19.2,0.0
2023-06-06,188,19.45,0.0
2023-06-07,224,17.5,0.0
2023-06-08,227,16.35,0.0
2023-06-09,235,18.1,0.0
2023-06-10,243,20.3,0.0
2023-06-11,309,19.7,10.2
2023-06-12,1400,17.25,1.8
2023-06-13,799,14.45,34.5
2023-06-14,3700,18.9,9.4
2023-06-15,2750,18.9,7.9
2023-06-16,3350,17.75,0.5
2023-06-17,1740,18.6,0.0
2023-06-18,1080,20.3,0.0
2023-06-19,802,21.65,0.3
2023-06-20,722,20.85,1.8
2023-06-21,663,23.9,0.0
2023-06-22,560,19.45,3.3
2023-06-23,934,20.85,14.7
2023-06-24,1440,23.35,6.6
2023-06-25,1420,23.9,0.3
2023-06-26,999,23.3,3.0
2023-06-27,760,20.0,0.0
2023-06-28,744,20.85,0.0
2023-06-29,663,23.3,0.0
2023-06-30,576,25.85,0.0
2023-07-01,579,25.0,2.0
2023-07-02,2200,24.15,43.9
2023-07-03,4780,23.05,14.5
2023-07-04,5530,25.85,0.0
2023-07-05,4060,25.8,0.0
2023-07-06,2790,25.55,2.5
2023-07-07,1260,25.3,0.0
2023-07-08,1300,23.05,2.8
2023-07-09,1440,21.95,0.0
2023-07-10,1280,22.5,0.0
2023-07-11,923,23.35,0.0
2023-07-12,591,25.3,0.0
2023-07-13,425,26.95,0.0
2023-07-14,347,26.65,0.0
2023-07-15,301,23.05,4.8
2023-07-16,270,24.7,0.8
2023-07-17,289,23.85,5.6
2023-07-18,307,22.75,12.4
2023-07-19,275,25.6,0.0
2023-07-20,247,25.0,26.7
2023-07-21,1000,22.5,0.0
2023-07-22,367,21.95,0.0
2023-07-23,363,22.8,9.1
2023-07-24,963,22.8,30.0
2023-07-25,2930,23.3,0.0
2023-07-26,1130,25.85,0.0
2023-07-27,588,28.05,0.0
2023-07-28,437,25.0,0.5
2023-07-29,1080,25.0,6.9
2023-07-30,589,23.3,0.0
2023-07-31,406,22.2,0.0
2023-08-01,330,21.1,0.0
2023-08-02,275,22.25,0.0
2023-08-03,236,24.2,0.0
2023-08-04,213,24.75,0.0
2023-08-05,187,23.9,0.0
2023-08-06,166,26.15,0.0
2023-08-07,230,21.65,4.1
2023-08-08,511,22.75,0.0
2023-08-09,335,22.75,16.8
2023-08-10,1910,23.05,1.3
2023-08-11,954,23.35,0.0
2023-08-12,551,25.6,0.0
2023-08-13,376,23.65,0.0
2023-08-14,496,22.8,24.4
2023-08-15,479,20.85,0.5
2023-08-16,287,22.25,0.0
2023-08-17,225,21.7,2.8
2023-08-18,248,19.4,0.0
2023-08-19,191,18.9,0.0
2023-08-20,176,23.35,0.0
2023-08-21,165,27.2,0.0
2023-08-22,159,24.15,0.0
2023-08-23,134,24.7,0.0
2023-08-24,3500,25.85,62.0
2023-08-25,3690,26.4,2.0
2023-08-26,4520,23.9,0.0
2023-08-27,3530,21.95,0.0
2023-08-28,2970,20.0,0.0
2023-08-29,1800,20.0,0.0
2023-08-30,696,19.2,0.0
2023-08-31,447,18.85,0.0
2023-09-01,326,20.55,0.0
2023-09-02,221,23.35,0.0
2023-09-03,194,26.4,0.0
2023-09-04,173,25.55,0.0
2023-09-05,175,26.35,0.0
2023-09-06,169,26.95,0.0
2023-09-07,151,22.5,0.5
2023-09-08,159,21.95,0.0
2023-09-09,162,20.55,0.0
2023-09-10,172,20.55,0.0
2023-09-11,143,20.25,0.0
2023-09-12,144,18.05,5.3
2023-09-13,165,18.05,0.0
2023-09-14,151,17.25,0.0
2023-09-15,143,17.5,0.0
2023-09-16,149,17.2,0.0
2023-09-17,164,19.15,1.0
2023-09-18,179,17.8,0.0
2023-09-19,167,16.65,0.0
2023-09-20,164,20.55,0.0
2023-09-21,157,20.8,0.0
2023-09-22,156,20.8,0.0
2023-09-23,140,18.35,0.0
2023-09-24,138,18.6,0.3
2023-09-25,147,18.9,0.3
2023-09-26,149,20.0,0.0
2023-09-27,157,19.45,0.3
2023-09-28,181,19.2,11.9
2023-09-29,205,20.0,0.0
2023-09-30,180,20.85,0.0
2023-10-01,162,21.1,0.0
2023-10-02,162,22.5,0.0
2023-10-03,152,22.8,0.0
2023-10-04,150,22.8,0.0
2023-10-05,169,21.65,7.1
2023-10-06,214,17.25,0.5
2023-10-07,171,11.1,0.0
2023-10-08,167,9.15,0.0
2023-10-09,161,12.25,0.0
2023-10-10,160,11.65,0.0
2023-10-11,154,12.25,0.0
2023-10-12,149,17.2,0.0
2023-10-13,154,16.65,0.3
2023-10-14,361,14.7,16.0
2023-10-15,301,10.8,4.8
2023-10-16,214,10.85,0.3
2023-10-17,188,11.35,0.0
2023-10-18,175,10.55,0.0
2023-10-19,180,13.9,18.3
2023-10-20,435,12.5,5.3
2023-10-21,250,11.1,0.0
2023-10-22,206,8.3,0.0
2023-10-23,168,9.7,0.0
2023-10-24,164,16.15,0.0
2023-10-25,206,18.6,0.0
2023-10-26,185,18.05,0.0
2023-10-27,170,18.35,2.3
2023-10-28,187,15.3,4.6
2023-10-29,382,12.2,9.4
2023-10-30,568,6.95,10.2
2023-10-31,333,3.35,0.0
2023-11-01,238,2.55,0.0
2023-11-02,220,4.5,0.0
2023-11-03,611,8.6,0.0
2023-11-04,628,12.8,0.0
2023-11-05,213,9.2,0.0
2023-11-06,164,11.65,0.0
2023-11-07,169,13.6,0.0
2023-11-08,171,14.45,0.0
2023-11-09,217,14.15,2.8
2023-11-10,193,10.6,0.0
2023-11-11,180,4.7,0.0
2023-11-12,174,6.65,0.0
2023-11-13,171,8.1,0.0
2023-11-14,173,6.7,0.0
2023-11-15,196,9.45,0.0
2023-11-16,263,10.0,0.0
2023-11-17,508,11.15,17.8
2023-11-18,558,5.0,0.0
2023-11-19,361,6.95,0.0
2023-11-20,310,7.2,0.0
2023-11-21,732,8.65,23.6
2023-11-22,701,5.3,0.0
2023-11-23,475,5.55,0.0
2023-11-24,356,1.45,0.0
2023-11-25,337,1.15,0.0
2023-11-26,344,3.6,3.8
2023-11-27,352,0.6,0.0
2023-11-28,327,-4.05,0.0
2023-11-29,366,-1.3,0.0
2023-11-30,369,5.6,0.0
2023-12-01,382,8.35,6.4
2023-12-02,327,10.8,0.0
2023-12-03,238,7.8,0.3
2023-12-04,229,4.45,0.0
2023-12-05,255,3.05,4.8
2023-12-06,279,2.8,0.0
2023-12-07,237,5.3,0.0
2023-12-08,227,10.85,0.0
2023-12-09,351,12.5,22.1
2023-12-10,530,5.55,0.0
2023-12-11,372,0.35,0.5
2023-12-12,783,2.8,0.0
2023-12-13,778,1.15,0.0
2023-12-14,471,1.4,0.0
2023-12-15,350,3.95,0.0
2023-12-16,260,5.6,0.0
2023-12-17,472,8.05,15.2
2023-12-18,481,2.0,1.8
2023-12-19,504,-1.05,0.0
2023-12-20,669,1.15,0.0
2023-12-21,621,4.7,0.0
2023-12-22,499,4.45,0.3
2023-12-23,427,6.65,8.6
2023-12-24,425,10.0,0.5
2023-12-25,360,12.5,6.6
2023-12-26,525,13.35,8.1
2023-12-27,1190,8.35,5.3
2023-12-28,2010,4.15,1.3
2023-12-29,2470,2.5,0.0
2023-12-30,1480,3.9,0.0
2023-12-31,989,2.2,0.8
